City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,bemidji,47.4736,-94.8803,274.76,100,100,2.57,US,1703253439
363,salinopolis,-0.6136,-47.3561,302.05,77,74,6.45,BR,1703253439
364,namibe,-15.1961,12.1522,298.67,77,100,4.28,AO,1703253439
365,basoko,1.2391,23.616,305.75,47,79,0.83,CD,1703253439
366,kahriz,34.3838,47.0553,283.19,50,75,4.12,IR,1703253440
367,luganville,-15.5333,167.1667,299.33,83,10,0.97,VU,1703253440
368,tocopilla,-22.092,-70.1979,295.27,70,20,4.26,CL,1703253440
369,brookings,44.3114,-96.7984,277.14,98,100,1.54,US,1703253357
370,talcahuano,-36.7167,-73.1167,289.97,67,0,3.6,CL,1703253441
371,amga,60.8953,131.9608,244.74,99,100,0.46,RU,1703253441
372,ashbourne,53.5108,-6.4272,283.65,82,75,13.38,IE,1703253441
373,inari,68.906,27.0288,255.26,99,100,1.76,FI,1703253442
374,panjab,34.388,67.0233,270.9,70,6,2.28,AF,1703253442
375,pritzwalk,53.1494,12.1741,277.61,68,54,10.31,DE,1703253442
376,ketchikan,55.3422,-131.6461,279.14,75,75,5.14,US,1703253331
377,nova xavantina,-14.6667,-52.35,296.6,96,100,0.56,BR,1703253443
378,mikhaylovskoye,51.8239,79.7172,270.82,91,100,3.96,RU,1703253443
379,haiku-pauwela,20.9219,-156.3051,296.51,77,20,6.17,US,1703253443
380,koulikoro,14.0,-7.75,302.4,9,1,3.47,ML,1703253443
381,yuzhno-kurilsk,44.0306,145.8556,269.15,65,16,3.04,RU,1703253444
382,lingig,8.0389,126.4125,299.05,85,64,1.4,PH,1703253444
383,boysun,38.2061,67.1986,281.5,28,0,1.63,UZ,1703253444
384,khost,33.3395,69.9204,287.57,17,100,1.49,AF,1703253444
385,axum,14.1245,38.7244,297.73,21,1,3.06,ET,1703253444
386,datong,40.0936,113.2914,258.5,78,100,0.71,CN,1703253210
387,balikpapan,-1.2675,116.8289,301.7,84,40,0.51,ID,1703253445
388,riasi,33.0833,74.8333,288.26,28,100,2.13,IN,1703253445
389,berezovyy,51.6667,135.7,245.81,97,10,0.9,RU,1703253314
390,nadi,-17.8,177.4167,298.15,78,20,2.57,FJ,1703253248
391,dryden,49.7833,-92.7503,273.31,93,100,2.57,CA,1703253446
392,ancud,-41.8697,-73.8203,287.97,73,82,2.48,CL,1703253446
393,uliastay,47.7417,96.8444,248.75,92,16,2.43,MN,1703253446
394,mana,5.6592,-53.7767,300.47,86,59,4.26,GF,1703253447
395,colonia,50.9333,6.95,283.62,82,75,9.26,DE,1703253347
396,melfort,52.8667,-104.6177,267.22,86,68,4.63,CA,1703253430
397,badagry,6.4167,2.8833,304.91,38,96,4.43,NG,1703253447
398,lorengau,-2.0226,147.2712,300.98,80,99,2.41,PG,1703253448
399,lensk,60.7253,114.9278,258.01,91,100,3.88,RU,1703253448
400,bernardo de irigoyen,-26.2552,-53.6458,302.19,51,0,1.55,AR,1703253448
401,okha,53.5739,142.9478,248.81,97,94,6.44,RU,1703253448
402,masina,-4.3836,15.3914,305.34,58,40,4.12,CD,1703253448
403,xinqing,48.2333,129.5,251.9,97,100,2.02,CN,1703253449
404,patong,7.8961,98.2966,300.23,78,90,8.26,TH,1703253449
405,kapuskasing,49.4169,-82.4331,268.2,86,100,4.12,CA,1703253208
406,micheweni,-4.9667,39.8333,302.5,71,78,4.22,TZ,1703253449
407,flying fish cove,-10.4217,105.6791,296.97,88,78,0.0,CX,1703253450
408,ushtobe,45.2514,77.9838,268.17,81,5,5.2,KZ,1703253450
409,ribeira brava,32.65,-17.0667,292.66,57,56,1.61,PT,1703253450
410,bodo,67.28,14.405,270.17,68,0,8.23,NO,1703253450
411,guangming,45.3333,122.7833,257.71,71,0,2.94,CN,1703253450
412,ribnita,47.7664,29.0011,277.35,87,100,3.95,MD,1703253451
413,kyparissia,37.2511,21.6736,290.78,74,23,5.36,GR,1703253451
414,elliot lake,46.3834,-82.6331,268.66,79,100,2.18,CA,1703253451
415,tucuma,-0.1833,-50.05,303.96,63,51,5.05,BR,1703253451
416,dhidhdhoo,6.8833,73.1,301.4,74,100,2.59,MV,1703253154
417,medicine hat,50.0501,-110.6683,279.66,67,20,5.14,CA,1703253241
418,dubti,11.7361,41.0853,306.69,27,6,6.45,ET,1703253452
419,morehead city,34.7229,-76.726,283.15,92,0,1.54,US,1703253453
420,faya-largeau,17.9257,19.1043,299.09,16,0,8.23,TD,1703253453
421,sechura,-5.5569,-80.8222,295.99,72,100,4.9,PE,1703253331
422,aykhal,66.0,111.5,248.95,100,100,3.8,RU,1703253453
423,konarka,19.9,86.1167,293.37,62,99,2.65,IN,1703253454
424,posse,-14.0931,-46.3694,299.88,60,100,2.72,BR,1703253455
425,south hedland,-20.4089,118.5983,301.11,69,0,6.69,AU,1703253455
426,ocho rios,18.4025,-77.1048,297.48,79,74,7.81,JM,1703253455
427,vilyuchinsk,52.9306,158.4028,253.3,70,27,3.52,RU,1703253455
428,san luis de la loma,17.2706,-100.8939,296.97,72,100,1.91,MX,1703253456
429,corner brook,48.9667,-57.9484,270.24,90,100,8.74,CA,1703253412
430,agara,42.0376,43.8238,279.28,55,92,0.44,GE,1703253456
431,qamdo,31.1667,97.2333,263.86,24,0,1.82,CN,1703253456
432,gazli,40.1333,63.45,281.94,41,0,6.02,UZ,1703253457
433,amos,48.5669,-78.1162,263.46,77,83,2.79,CA,1703253457
434,shevchenko,48.5,35.0,278.51,83,100,5.16,UA,1703253457
435,placido de castro,-10.3353,-67.1856,302.33,69,100,1.48,BR,1703253458
436,borba,-4.3878,-59.5939,298.25,96,99,1.64,BR,1703253458
437,basoda,23.85,77.9333,290.54,30,100,2.1,IN,1703253458
438,remire-montjoly,4.9167,-52.2667,302.17,84,75,5.14,GF,1703253458
439,belmonte,-15.8631,-38.8828,300.42,83,81,3.97,BR,1703253458
440,oltinko'l,40.8011,72.1634,279.35,38,1,2.01,UZ,1703253459
441,fairhope,30.523,-87.9033,284.09,64,0,2.57,US,1703253459
442,roma,43.2128,-75.4557,267.52,79,0,3.09,US,1703253387
443,kirensk,57.7853,108.1119,259.06,96,100,3.04,RU,1703253459
444,san rafael del sur,11.8485,-86.4384,295.69,58,27,3.9,NI,1703253460
445,altai,46.3722,96.2583,252.56,79,1,1.85,MN,1703253460
446,sarakhs,36.5449,61.1577,289.09,23,0,8.62,IR,1703253460
447,toktogul,41.8708,72.9402,274.07,44,0,0.83,KG,1703253461
448,malanje,-9.5402,16.341,294.85,92,100,1.58,AO,1703253461
449,launceston,-41.45,147.1667,286.93,76,100,4.63,AU,1703253461
450,kambove,-10.8764,26.5969,294.69,75,86,1.9,CD,1703253462
451,puerto ayacucho,5.6639,-67.6236,303.07,65,86,0.67,VE,1703253462
452,mersa matruh,31.3525,27.2453,293.26,45,40,11.32,EG,1703253462
453,jeddah,21.5169,39.2192,304.07,51,40,5.66,SA,1703253356
454,bardai,11.65,7.2333,303.76,14,5,5.72,NG,1703253462
455,rutana,-3.8667,30.1,292.64,80,100,1.16,BI,1703253463
456,chonchi,-42.6128,-73.8092,287.71,75,99,1.57,CL,1703253463
457,jianshui,23.6363,102.8264,282.59,76,99,1.42,CN,1703253463
458,namanyere,-7.5167,31.05,295.94,70,100,0.61,TZ,1703253463
459,tangub,8.06,123.75,297.62,91,7,0.87,PH,1703253464
460,gorontalo,0.5412,123.0595,297.68,94,100,1.52,ID,1703253464
461,ramapuram,13.1167,79.2,294.95,76,100,2.3,IN,1703253464
462,parun,35.4207,70.9221,274.72,57,100,1.44,AF,1703253464
463,faaa,-17.55,-149.6,298.13,88,75,1.54,PF,1703253271
464,bordj ghdir,35.9011,4.8981,285.66,37,41,2.28,DZ,1703253465
465,inhambane,-23.865,35.3833,304.14,70,40,5.14,MZ,1703253465
466,greenville,35.6127,-77.3663,277.67,94,0,0.0,US,1703253313
467,erenhot,43.6475,111.9767,253.81,90,14,1.78,CN,1703253465
468,an nuhud,12.7,28.4333,306.54,9,65,6.44,SD,1703253465
469,khandyga,62.6667,135.6,230.61,99,99,1.31,RU,1703253466
470,bogorodskoye,56.55,37.8833,273.29,87,100,7.05,RU,1703253466
471,santa cruz,-17.8,-63.1667,303.18,66,75,2.06,BO,1703253466
472,miyaly,48.8844,53.7836,274.07,82,100,6.9,KZ,1703253466
473,namikupa,-10.8333,39.6,304.23,56,96,3.45,TZ,1703253466
474,baoqing,46.3317,132.2111,247.89,98,92,2.03,CN,1703253466
475,suntar,62.1444,117.6319,253.84,96,95,2.38,RU,1703253467
476,haapavesi,64.1333,25.3667,268.44,92,98,0.89,FI,1703253467
477,pizarro,4.9533,-77.366,300.25,86,100,2.21,CO,1703253467
478,bikenibeu village,1.3673,173.1241,299.13,94,100,3.6,KI,1703253467
479,winnemucca,40.973,-117.7357,269.18,86,0,1.54,US,1703253467
480,novo aripuana,-5.1206,-60.3797,299.23,94,99,1.3,BR,1703253468
481,hawera,-39.5917,174.2833,293.28,78,100,1.84,NZ,1703253468
482,tofol,5.3248,163.0078,301.15,78,100,8.08,FM,1703253468
483,okhotsk,59.3833,143.3,244.61,87,52,4.56,RU,1703253468
484,mhamid,29.82,-5.72,292.11,13,0,2.03,MA,1703253468
485,bignona,12.8103,-16.2264,303.17,10,8,2.63,SN,1703253469
486,chino,34.0122,-117.6889,288.48,85,0,2.57,US,1703253442
487,east wenatchee bench,47.4257,-120.2812,276.75,94,100,0.0,US,1703253469
488,chimore,-16.9833,-65.1333,299.64,86,100,0.33,BO,1703253469
489,wuwei,37.9281,102.6414,267.41,68,100,1.74,CN,1703253469
490,nambucca heads,-30.65,153.0,292.15,84,93,3.15,AU,1703253469
491,vila franca do campo,37.7167,-25.4333,291.42,99,0,3.57,PT,1703253470
492,mudon,16.2578,97.7164,295.76,60,81,4.28,MM,1703253470
493,al ain city,24.1917,55.7606,296.94,33,0,2.57,AE,1703253424
494,chinchilla,-26.75,150.6333,294.27,91,65,0.45,AU,1703253470
495,port-gentil,-0.7193,8.7815,303.13,79,40,3.09,GA,1703253470
496,kishtwar,33.3167,75.7667,282.64,26,100,1.55,IN,1703253470
497,esperanza,19.5847,-70.9849,294.47,83,85,2.04,DO,1703253470
498,vorgashor,67.5833,63.95,259.9,97,97,2.99,RU,1703253471
499,banda aceh,5.5577,95.3222,299.67,83,100,4.8,ID,1703253471
500,el granada,37.5027,-122.4694,286.69,92,0,0.0,US,1703253471
501,tuy hoa,13.0833,109.3,295.08,94,100,10.44,VN,1703253471
502,visakhapatnam,17.69,83.2093,294.09,83,20,1.54,IN,1703253471
503,talnakh,69.4865,88.3972,265.49,94,100,6.06,RU,1703253471
504,columbia,34.0007,-81.0348,278.99,90,0,0.0,US,1703253472
505,pala,9.3642,14.9046,308.39,12,98,3.72,TD,1703253472
506,kassala,15.451,36.4,306.28,16,3,4.87,SD,1703253472
507,madimba,-10.4,40.3333,303.77,74,40,5.14,TZ,1703253472
508,northam,51.0333,-4.2167,283.52,82,100,11.45,GB,1703253472
509,arona,28.0996,-16.681,291.44,53,20,8.75,ES,1703253472
510,mushie,-3.0167,16.9,302.6,71,78,0.84,CD,1703253472
511,quibala,-10.7337,14.98,292.32,95,100,0.82,AO,1703253473
512,tanout,14.9709,8.8879,298.88,15,0,7.75,NE,1703253473
513,halabjah,35.1778,45.9861,283.91,71,100,2.12,IQ,1703253473
514,ko lanta,7.5336,99.0865,299.88,74,87,9.6,TH,1703253473
515,nha trang,12.25,109.1833,296.15,94,100,7.01,VN,1703253423
516,retreat,38.8245,-85.8533,277.87,70,100,2.18,US,1703253473
517,lubango,-14.9172,13.4925,294.37,68,98,1.79,AO,1703253474
518,ola,59.5833,151.2833,250.34,83,88,3.9,RU,1703253474
519,tyuratam,45.6507,63.3156,270.85,85,22,5.09,KZ,1703253474
520,willowmore,-33.2926,23.4895,311.51,12,16,12.29,ZA,1703253474
521,loen,7.7601,168.2307,300.89,78,100,8.73,MH,1703253474
522,maceio,-9.6658,-35.7353,302.84,70,75,4.63,BR,1703253474
523,jimena de la frontera,36.4352,-5.4539,290.96,40,0,1.01,ES,1703253474
524,oriximina,-1.7656,-55.8661,304.83,57,76,1.79,BR,1703253475
525,visby,57.6409,18.296,274.84,100,75,10.8,SE,1703253475
526,miles city,46.4083,-105.8406,272.69,86,0,3.09,US,1703253475
527,bridgewater,44.3835,-64.5155,267.1,69,6,9.77,CA,1703253475
528,la mira,18.035,-102.3266,296.66,83,86,1.76,MX,1703253475
529,shahba,32.8551,36.629,282.1,69,62,11.3,SY,1703253475
530,kavieng,-2.5744,150.7967,300.69,79,65,2.3,PG,1703253475
531,toamasina,-18.1667,49.3833,305.15,66,20,3.6,MG,1703253476
532,harper,4.375,-7.7169,303.92,40,91,3.05,LR,1703253476
533,conception bay south,47.4999,-52.9981,281.68,99,100,3.6,CA,1703253428
534,urrugne,43.3636,-1.6992,287.3,94,75,7.72,FR,1703253476
535,aden,12.7794,45.0367,299.24,74,0,5.63,YE,1703253390
536,grindsted,55.754,8.9123,276.96,75,0,9.26,DK,1703253476
537,nemuro,43.3236,145.575,270.04,65,74,6.71,JP,1703253477
538,the pas,53.8251,-101.2541,262.16,92,0,3.09,CA,1703253477
539,swan hill,-35.3378,143.5544,294.93,39,84,5.32,AU,1703253477
540,carbonear,47.7332,-53.2148,282.06,98,100,5.07,CA,1703253477
541,prairie du chien,43.0517,-91.1412,277.2,81,40,0.0,US,1703253478
542,newman,37.3138,-121.0208,284.28,94,14,1.8,US,1703253478
543,gorom-gorom,14.4439,-0.2361,303.35,10,0,3.91,BF,1703253478
544,belel,7.05,14.4333,302.96,16,92,3.74,CM,1703253478
545,puerto aysen,-45.4,-72.7,288.86,52,11,2.97,CL,1703253478
546,dunedin,-45.8742,170.5036,284.15,91,100,1.16,NZ,1703253478
547,burabay,53.0838,70.3138,272.93,92,97,3.89,KZ,1703253479
548,yanam,16.7333,82.2167,293.69,80,66,1.74,IN,1703253479
549,gembu,6.7,11.2667,302.84,22,99,1.53,NG,1703253479
550,rajaori,33.3833,74.3,287.09,28,100,0.79,IN,1703253479
551,dana point,33.467,-117.6981,289.35,88,98,2.68,US,1703253479
552,idil,37.3411,41.8895,279.64,95,100,2.49,TR,1703253480
553,ipatovo,45.7181,42.9036,280.32,67,100,3.59,RU,1703253480
554,fonte boa,-2.4959,-66.2662,303.02,61,90,1.15,BR,1703253480
555,yermentau,51.6214,73.1069,272.83,91,100,1.98,KZ,1703253480
556,chos malal,-37.3781,-70.2709,296.7,16,0,2.72,AR,1703253480
557,rio preto da eva,-2.6994,-59.6997,298.01,97,100,1.23,BR,1703253480
558,plymouth,41.8334,-70.8328,270.98,63,0,3.6,US,1703253481
559,linxia chengguanzhen,35.6003,103.2064,266.35,52,0,0.41,CN,1703253481
560,kittila,67.6647,24.8936,263.23,92,100,2.57,FI,1703253481
561,mountain home,43.133,-115.6912,271.86,97,100,1.54,US,1703253481
562,kolonia town,6.964,158.206,301.15,78,75,2.57,FM,1703253482
563,praia da vitoria,38.7333,-27.0667,291.35,63,40,3.49,PT,1703253482
564,lerwick,60.1545,-1.1494,275.15,60,100,13.36,GB,1703253482
565,harstad,68.799,16.5293,269.9,78,100,3.13,NO,1703253483
566,nantucket,41.2835,-70.0995,273.71,74,20,4.12,US,1703253483
567,nsanje,-16.92,35.262,311.34,27,70,1.42,MW,1703253483
568,ganye,8.4333,12.0667,308.25,14,95,2.27,NG,1703253359
569,richards bay,-28.783,32.0377,302.02,65,17,6.86,ZA,1703253484
570,selfoss,63.9331,-20.9971,263.73,55,55,3.71,IS,1703253484
571,al jawf,29.5,38.75,290.86,39,0,0.78,SA,1703253484
572,raychikhinsk,49.7838,129.4121,238.9,100,16,1.31,RU,1703253484
573,machilipatnam,16.1667,81.1333,296.48,74,70,3.01,IN,1703253485
574,benemerito de las americas,16.5167,-90.6439,292.02,86,51,0.23,MX,1703253485
575,nizao,18.25,-70.2,300.08,67,0,7.65,DO,1703253485
576,guardo,42.7897,-4.8482,284.62,55,16,0.62,ES,1703253486
577,pechora,65.1472,57.2244,263.51,98,100,1.5,RU,1703253486
578,balkashino,52.5167,68.7667,273.14,95,100,3.12,KZ,1703253486
579,camana,-16.6228,-72.7111,295.53,84,83,4.0,PE,1703253486
580,serdar,38.9764,56.2757,284.54,36,65,2.62,TM,1703253486
581,imbert,19.7537,-70.8291,294.25,90,100,1.76,DO,1703253487
582,severodvinsk,64.5635,39.8302,268.21,98,100,2.09,RU,1703253487
583,troitsk,54.0979,61.5773,271.19,94,19,5.64,RU,1703253487
